transaction_id,order_date,ship_date,customer_id,product_sku,store_id,quantity,unit_price,gross_sales,discount_rate,discount_amount,net_sales,total_cost,shipping_cost,profit,profit_margin_pct,order_status_raw,order_status_clean_reference,payment_method_raw,payment_method_clean_reference,shipping_mode_raw,shipping_mode_clean_reference,promo_name_raw,sales_rep_raw,customer_rating,data_quality_note
TRX-006595,2025-05-05,2025-05-06,CUST-00773,SKU-0130,STR-080,1,1851.47,1851.47,0.0,0.0,1851.47,1380.15,25.55,445.77,24.08,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Jamie Wilson,4,
TRX-006805,2025-06-16,2025-06-23,CUST-01931,SKU-0132,STR-065,1,852.38,852.38,0.0,0.0,852.38,652.5,20.78,179.1,21.01,COMPLETED,Completed, Transfer ,Bank Transfer,Standard,Standard,No Promo,Casey Hill,1,
TRX-005835,2024-08-02,2024-08-06,CUST-00075,SKU-0125,STR-003,2,2144.84,4289.68,0.03,128.69,4160.99,2958.25,35.97,1166.77,28.04,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Member Discount,Morgan Clark,5,
TRX-000286,2025-09-11,2025-09-12,CUST-00151,SKU-0091,STR-079,5,839.26,4196.29,0.0,0.0,4196.29,3270.11,31.44,894.74,21.32,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Morgan Clark,4,
TRX-006296,2024-12-07,2024-12-14,CUST-01269,SKU-0103,STR-014,2,254.96,509.91,0.15,76.49,433.42,389.6,57.73,-13.91,-3.21,Completed,Completed, Debit Card ,Debit Card,Same Day,Same Day,Holiday Deals,Morgan Clark,4,
TRX-007960,2024-03-30,2024-04-04,CUST-02132,SKU-0171,STR-064,5,2724.77,13623.83,0.0,0.0,13623.83,10779.83,27.8,2816.2,20.67, Completed ,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Taylor Brooks,3,possible_duplicate
TRX-003667,2025-05-06,2025-05-10,CUST-01590,SKU-0055,STR-040,1,311.66,311.66,0.0,0.0,311.66,218.85,21.02,71.79,23.03,Completed,Completed,BNPL,Buy Now Pay Later,Standard,Standard,No Promo,Alex Reed,4,
TRX-003040,2025-10-16,2025-10-18,CUST-01632,SKU-0158,STR-068,2,147.15,294.29,0.0,0.0,294.29,222.48,21.15,50.66,17.21,Completed,Completed,paypal,PayPal,Standard,Standard,No Promo,Riley Adams,4,
TRX-007454,2025-12-28,2025-12-31,CUST-02398,SKU-0049,STR-083,2,1012.68,2025.36,0.15,303.8,1721.56,1511.75,28.26,181.55,10.55,Completed,Completed,Debit Card,Debit Card,standard,Standard,Holiday Deals,,3,
TRX-002057,2025-05-23,2025-05-27,CUST-02219,SKU-0043,STR-003,3,779.12,2337.35,0.0,0.0,2337.35,1902.7,29.81,404.84,17.32,Completed,Completed,paypal,PayPal,STD,Standard,No Promo,Jordan Lewis,4,
TRX-001744,2024-11-20,2024-11-25,CUST-00999,SKU-0013,STR-054,1,873.56,873.56,0.1,87.36,786.2,630.28,19.15,136.77,17.4,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Cyber Week,,5,
TRX-009730,2024-10-23,2024-10-26,CUST-01029,SKU-0160,STR-076,1,648.9,648.9,0.0,0.0,648.9,517.87,19.44,111.59,17.2,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jamie Wilson,2,
TRX-002602,2024-11-24,2024-11-28,CUST-00808,SKU-0032,STR-021,3,210.7,632.1,0.1,63.21,568.89,506.51,36.54,25.84,4.54,completed,Completed,PayPal,PayPal,Second Class,Second Class,Cyber Week,Riley Adams,3,
TRX-010533,2024-09-12,2024-09-13,CUST-02565,SKU-0092,STR-025,1,319.18,319.18,0.0,0.0,319.18,188.48,27.11,103.59,32.46,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Alex Reed,1,
TRX-007379,2024-07-09,2024-07-16,CUST-01709,SKU-0034,STR-043,1,206.98,206.98,0.1,20.7,186.28,150.57,20.64,15.07,8.09,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Summer Sale,Jordan Lewis,5,
TRX-004468,2025-12-15,2025-12-18,CUST-00226,SKU-0105,STR-085,1,465.78,465.78,0.05,23.29,442.49,310.99,18.86,112.64,25.46,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Black Friday,Morgan Clark,5,
TRX-007952,2024-09-13,2024-09-17,CUST-02366,SKU-0101,STR-003,2,260.68,521.36,0.0,0.0,521.36,352.23,24.47,144.66,27.75,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Taylor Brooks,4,
TRX-002165,2024-12-04,2024-12-07,CUST-01515,SKU-0131,STR-085,5,357.33,1786.64,0.25,446.66,1339.98,1348.1,26.46,-34.58,-2.58,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Holiday Deals,Riley Adams,5,
TRX-007127,2024-04-11,2024-04-13,CUST-00034,SKU-0100,STR-059,1,655.74,655.74,0.03,19.67,636.07,454.8,20.19,161.08,25.32,Completed,Completed,Cash,Cash,Standard,Standard,Flash Sale,Alex Reed,1,check_status
TRX-001290,2025-12-23,2025-12-26,CUST-00321,SKU-0021,STR-078,1,479.19,479.19,0.25,119.8,359.39,407.15,21.59,-69.35,-19.3,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Cyber Week,Morgan Clark,4,
TRX-006003,2025-09-10,2025-09-17,CUST-01696,SKU-0164,STR-089,2,2074.24,4148.47,0.0,0.0,4148.47,2647.52,36.71,1464.24,35.3,completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Riley Adams,3,
TRX-004623,2025-11-04,2025-11-09,CUST-01423,SKU-0146,STR-007,1,317.53,317.53,0.05,15.88,301.65,213.37,22.74,65.54,21.73,done,Completed,Credit Card,Credit Card,STD,Standard,Cyber Week,Jordan Lewis,5,standardize_text
TRX-002366,2025-08-19,2025-08-20,CUST-01175,SKU-0117,STR-033,2,604.56,1209.12,0.0,0.0,1209.12,746.95,34.27,427.9,35.39,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Jamie Wilson,5,
TRX-003062,2025-05-04,2025-05-09,CUST-01758,SKU-0186,STR-067,3,528.71,1586.14,0.0,0.0,1586.14,962.68,46.86,576.6,36.35,Completed,Completed,Cash,Cash,First Class,First Class,No Promo,Alex Reed,1,possible_duplicate
TRX-003894,2025-11-11,2025-11-13,CUST-01875,SKU-0103,STR-039,1,307.66,307.66,0.1,30.77,276.89,190.37,19.65,66.87,24.15,Done,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Holiday Deals,Jordan Lewis,4,
TRX-003921,2025-07-31,2025-08-02,CUST-00761,SKU-0180,STR-084,1,3407.78,3407.78,0.15,511.17,2896.61,1929.24,18.54,948.83,32.76,Completed,Completed,PayPal,PayPal,Standard,Standard,Summer Sale,Morgan Clark,4,
TRX-005474,2025-07-25,2025-07-27,CUST-00183,SKU-0058,STR-050,3,441.82,1325.45,0.15,198.82,1126.63,956.91,54.31,115.41,10.24,COMPLETED,Completed,Credit Card,Credit Card,Same Day,Same Day,Summer Sale,Jamie Wilson,5,
TRX-006557,2025-06-23,2025-06-24,CUST-01525,SKU-0172,STR-020,2,1239.17,2478.33,0.0,0.0,2478.33,1404.29,22.01,1052.03,42.45,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Casey Hill,4,
TRX-011197,2025-06-21,2025-06-26,CUST-00090,SKU-0088,STR-002,3,1307.13,3921.39,0.0,0.0,3921.39,2925.56,48.05,947.78,24.17,Done,Completed,Bank Transfer,Bank Transfer,First Class,First Class,No Promo,Jamie Wilson,4,possible_duplicate
TRX-001876,2024-05-07,2024-05-09,CUST-01077,SKU-0132,STR-015,1,896.81,896.81,0.0,0.0,896.81,694.48,19.73,182.6,20.36,Completed,Completed,debit,Debit Card, Standard ,Standard,No Promo,Alex Reed,3,
TRX-007176,2025-11-12,2025-11-14,CUST-01476,SKU-0057,STR-048,2,210.45,420.9,0.25,105.22,315.68,296.88,31.76,-12.96,-4.11,Completed,Completed,paypal,PayPal,Second Class,Second Class,Cyber Week,Jordan Lewis,4,
TRX-001383,2025-03-17,2025-03-24,CUST-01533,SKU-0149,STR-016,1,393.39,393.39,0.0,0.0,393.39,264.33,22.3,106.76,27.14,Completed,Completed,Cash,Cash, Standard ,Standard,No Promo,Morgan Clark,5,check_status
TRX-003437,2025-03-02,2025-03-09,CUST-02346,SKU-0181,STR-057,5,512.5,2562.5,0.0,0.0,2562.5,1815.74,36.59,710.17,27.71,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Jordan Lewis,5,
TRX-012472,2025-09-13,2025-09-16,CUST-01461,SKU-0185,STR-083,1,251.82,251.82,0.03,7.55,244.27,174.88,20.26,49.13,20.11, Completed ,Completed,Credit Card,Credit Card,Standard,Standard,Member Discount,Morgan Clark,4,
TRX-009786,2025-02-10,2025-02-14,CUST-01585,SKU-0059,STR-008,1,199.28,199.28,0.08,15.94,183.34,137.41,22.57,23.36,12.74,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Member Discount,Riley Adams,4,trim_spaces
TRX-011427,2025-06-16,2025-06-18,CUST-01251,SKU-0102,STR-040,3,582.81,1748.43,0.0,0.0,1748.43,1135.03,30.19,583.21,33.36,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Riley Adams,4,
TRX-009566,2024-11-28,2024-12-05,CUST-00139,SKU-0159,STR-089,2,262.2,524.4,0.2,104.88,419.52,385.01,20.45,14.06,3.35,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Cyber Week,Taylor Brooks,5,
TRX-002470,2024-05-20,2024-05-21,CUST-00577,SKU-0163,STR-033,3,1313.4,3940.19,0.0,0.0,3940.19,2890.93,25.06,1024.2,25.99,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Casey Hill,4,
TRX-011237,2025-11-26,2025-11-29,CUST-00340,SKU-0122,STR-013,1,2306.74,2306.74,0.2,461.35,1845.39,1920.58,22.64,-97.83,-5.3,Completed,Completed,Bank Transfer,Bank Transfer,standard,Standard,Black Friday,Morgan Clark,5,
TRX-009718,2024-09-30,2024-10-07,CUST-01897,SKU-0046,STR-015,2,1058.26,2116.52,0.0,0.0,-2116.52,-978.04,33.06,-1340.86,0.0,Returned,Returned,Buy Now Pay Later,Buy Now Pay Later,2nd Class,Second Class,no promo,Alex Reed,3,
TRX-001297,2024-11-28,2024-11-29,CUST-01311,SKU-0039,STR-065,1,121.48,121.48,0.25,30.37,91.11,74.13,19.99,-3.01,-3.3,Completed,Completed,PayPal,PayPal,Standard,Standard,Cyber Week,Casey Hill,2,
TRX-007621,2024-07-31,2024-08-07,CUST-01849,SKU-0130,STR-039,1,1781.05,1781.05,0.15,267.16,1513.89,1342.22,17.54,154.13,10.18,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Riley Adams,4,
TRX-008993,2024-07-15,2024-07-17,CUST-01344,SKU-0088,STR-082,3,1298.52,3895.55,0.15,584.33,3311.22,2870.04,26.28,414.9,12.53,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Summer Sale,Morgan Clark,3,
TRX-001910,2024-07-04,2024-07-07,CUST-00492,SKU-0144,STR-031,5,389.51,1947.56,0.05,97.38,1850.18,1418.67,41.26,390.25,21.09,Completed,Completed,Bank Transfer,Bank Transfer,STD,Standard,Summer Sale,Morgan Clark,4,
TRX-000100,2024-12-31,2025-01-07,CUST-02425,SKU-0109,STR-008,1,404.27,404.27,0.15,60.64,343.63,317.88,49.8,-24.05,-7.0,Completed,Completed,Bank Transfer,Bank Transfer,Same Day,Same Day,Holiday Deals,Morgan Clark,3,
TRX-002629,2024-10-17,2024-10-19,CUST-01246,SKU-0187,STR-026,1,612.82,612.82,0.0,0.0,612.82,369.81,18.57,224.44,36.62,Completed,Completed, Debit Card ,Debit Card,Standard,Standard,no promo,Jamie Wilson,5,
TRX-002578,2025-03-10,2025-03-11,CUST-01378,SKU-0137,STR-088,1,1267.46,1267.46,0.0,0.0,1267.46,909.55,35.27,322.64,25.46,Completed,Completed,Debit Card,Debit Card,First Class,First Class,No Promo,Jordan Lewis,5,
TRX-012455,2024-01-23,2024-01-28,CUST-00374,SKU-0190,STR-005,2,420.47,840.94,0.0,0.0,840.94,595.85,26.41,218.68,26.0,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Taylor Brooks,3,
TRX-010382,2024-07-03,2024-07-10,CUST-00309,SKU-0115,STR-019,2,1231.48,2462.96,0.1,246.3,2216.66,1364.33,28.64,823.69,37.16,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Clearance Sale,,1,
TRX-000954,2024-08-17,2024-08-24,CUST-01314,SKU-0068,STR-015,1,98.6,98.6,0.0,0.0,98.6,67.26,20.67,10.67,10.82,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Alex Reed,3,
TRX-004846,2025-07-14,2025-07-21,CUST-02098,SKU-0175,STR-027,1,856.29,856.29,0.15,128.44,727.85,649.12,20.11,58.62,8.05,completed,Completed,Debit Card,Debit Card,Standard,Standard,Clearance Sale,Alex Reed,2,
TRX-000173,2024-07-15,2024-07-22,CUST-02301,SKU-0187,STR-070,1,638.75,638.75,0.1,63.88,574.87,382.27,22.4,170.2,29.61,Completed,Completed,bank transfer,Bank Transfer,Standard,Standard,Summer Sale,Morgan Clark,5,
TRX-004396,2024-05-02,2024-05-09,CUST-00972,SKU-0101,STR-075,1,302.95,302.95,0.0,0.0,302.95,169.2,47.25,86.5,28.55,Completed,Completed,PayPal,PayPal,Same Day,Same Day,No Promo,Jordan Lewis,5,
TRX-001859,2025-04-23,2025-04-27,CUST-01448,SKU-0149,STR-009,1,372.47,372.47,0.0,0.0,372.47,271.52,21.49,79.46,21.33,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Jordan Lewis,5,
TRX-011883,2024-08-11,2024-08-16,CUST-00923,SKU-0063,STR-036,1,593.91,593.91,0.0,0.0,593.91,397.74,33.46,162.71,27.4,Completed,Completed,Credit Card,Credit Card,First Class,First Class,No Promo,Casey Hill,5,
TRX-005779,2025-01-10,2025-01-13,CUST-02597,SKU-0116,STR-063,1,1117.59,1117.59,0.0,0.0,1117.59,835.67,31.41,250.51,22.42,Completed,Completed,Cash,Cash,First Class,First Class,No Promo,Morgan Clark,2,
TRX-008569,2024-10-21,2024-10-25,CUST-01969,SKU-0124,STR-024,1,2423.29,2423.29,0.0,0.0,2423.29,1667.34,21.59,734.36,30.3,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Jamie Wilson,4,
TRX-007673,2024-11-01,2024-11-05,CUST-00839,SKU-0179,STR-081,2,2632.19,5264.39,0.25,1316.1,3948.29,3483.87,24.78,439.64,11.13,Completed,Completed,Cash,Cash,Standard,Standard,Holiday Deals,Jamie Wilson,5,
TRX-009309,2024-08-30,2024-09-03,CUST-00588,SKU-0155,STR-065,3,176.56,529.69,0.0,0.0,529.69,330.86,32.38,166.45,31.42,Completed,Completed, Debit Card ,Debit Card,Standard,Standard,No Promo,Morgan Clark,5,
TRX-007061,2025-05-20,2025-05-22,CUST-00952,SKU-0093,STR-063,1,68.52,68.52,0.0,0.0,68.52,45.58,16.81,6.13,8.95,completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Riley Adams,4,
TRX-008069,2024-07-19,2024-07-23,CUST-00985,SKU-0177,STR-021,4,2074.7,8298.8,0.15,1244.82,7053.98,6188.01,39.19,826.78,11.72,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,Summer Sale,Casey Hill,5,
TRX-011972,2025-01-27,2025-02-01,CUST-01405,SKU-0080,STR-076,3,159.87,479.61,0.0,0.0,479.61,298.75,28.03,152.83,31.87,Complete,Completed,paylater,Buy Now Pay Later,Standard,Standard,No Promo,,1,
TRX-007602,2024-06-14,2024-06-16,CUST-02130,SKU-0011,STR-007,1,1707.48,1707.48,0.1,170.75,1536.73,1240.96,30.03,265.74,17.29,completed,Completed,Cash,Cash,Second Class,Second Class,Member Discount,Jamie Wilson,5,
TRX-001836,2024-08-12,2024-08-16,CUST-02561,SKU-0050,STR-058,2,1695.07,3390.14,0.08,271.21,3118.93,1952.79,23.09,1143.05,36.65,Completed,Completed,credit card,Credit Card,Standard,Standard,Weekend Deal,Jamie Wilson,5,
TRX-005435,2024-12-21,2024-12-22,CUST-00842,SKU-0004,STR-086,2,985.58,1971.16,0.2,394.23,1576.93,1325.69,23.68,227.56,14.43, Completed ,Completed,PayPal,PayPal,Standard,Standard,Cyber Week,Jamie Wilson,4,
TRX-007733,2024-03-30,2024-04-03,CUST-01330,SKU-0158,STR-051,2,136.06,272.11,0.05,13.61,258.5,223.0,29.52,5.98,2.31,Completed,Completed, Debit Card ,Debit Card,Second Class,Second Class,Flash Sale,Morgan Clark,5,
TRX-010272,2024-06-11,2024-06-18,CUST-01929,SKU-0020,STR-049,2,1054.17,2108.35,0.0,0.0,2108.35,1649.97,23.33,435.05,20.63,COMPLETED,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,Riley Adams,2,
TRX-002564,2024-11-20,2024-11-27,CUST-02189,SKU-0086,STR-031,2,1101.75,2203.49,0.25,550.87,1652.62,1311.04,37.47,304.11,18.4,Completed,Completed,paylater,Buy Now Pay Later,First Class,First Class, Black Friday ,Riley Adams,5,
TRX-008903,2024-12-11,2024-12-13,CUST-00907,SKU-0017,STR-049,2,596.75,1193.5,0.15,179.03,1014.47,697.22,18.63,298.62,29.44,Completed,Completed,Credit Card,Credit Card,standard,Standard, Holiday Deals ,Morgan Clark,2,
TRX-008301,2024-06-28,2024-06-29,CUST-00921,SKU-0077,STR-071,2,109.96,219.92,0.0,0.0,219.92,143.76,20.44,55.72,25.34,completed,Completed,Credit Card,Credit Card,STD,Standard,no promo,Jamie Wilson,4,trim_spaces
TRX-007367,2024-07-30,2024-08-02,CUST-00829,SKU-0089,STR-022,2,868.38,1736.76,0.1,173.68,1563.08,1423.18,24.46,115.44,7.39,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Clearance Sale,Morgan Clark,5,
TRX-003232,2024-11-03,2024-11-10,CUST-01367,SKU-0029,STR-087,2,610.24,1220.48,0.1,122.05,1098.43,745.43,21.37,331.63,30.19,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Holiday Deals,Taylor Brooks,5,possible_duplicate
TRX-004193,2024-08-23,2024-08-27,CUST-02270,SKU-0187,STR-004,5,590.4,2951.98,0.0,0.0,2951.98,1857.37,26.28,1068.33,36.19,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Jamie Wilson,3,
TRX-011638,2024-07-05,2024-07-09,CUST-00875,SKU-0097,STR-026,2,726.36,1452.72,0.1,145.27,1307.45,1172.61,31.77,103.07,7.88,Completed,Completed,CASH,Cash,Second Class,Second Class,Clearance Sale,Taylor Brooks,5,check_status
TRX-001285,2024-05-05,2024-05-12,CUST-01732,SKU-0129,STR-038,1,2111.55,2111.55,0.0,0.0,2111.55,1162.61,18.84,930.1,44.05,COMPLETED,Completed,Debit Card,Debit Card,standard,Standard,No Promo,Taylor Brooks,3,
TRX-002426,2025-01-01,2025-01-08,CUST-01626,SKU-0090,STR-064,1,1156.51,1156.51,0.0,0.0,1156.51,883.54,35.08,237.89,20.57,Completed,Completed,paypal,PayPal,First Class,First Class,No Promo,Jordan Lewis,4,
TRX-010103,2024-06-12,2024-06-17,CUST-01037,SKU-0122,STR-002,1,2391.71,2391.71,0.0,0.0,-2391.71,-1344.28,34.06,-1272.83,0.0,Returned,Returned,Cash,Cash,First Class,First Class,no promo,Casey Hill,5,
TRX-008447,2025-11-24,2025-11-27,CUST-01811,SKU-0134,STR-078,1,473.09,473.09,0.05,23.65,-449.44,-178.78,22.32,-328.94,0.0,Returned,Returned,Cash,Cash,Standard,Standard,Cyber Week,Casey Hill,4,
TRX-004835,2025-10-22,2025-10-26,CUST-01559,SKU-0142,STR-012,2,370.9,741.81,0.03,22.25,719.56,536.47,40.26,142.83,19.85,Completed,Completed,Debit Card,Debit Card, First Class ,First Class,Member Discount,Riley Adams,4,standardize_text
TRX-000223,2024-07-18,2024-07-22,CUST-01601,SKU-0074,STR-017,6,89.48,536.88,0.1,53.69,483.19,452.56,30.23,0.4,0.08, Completed ,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Clearance Sale,Jordan Lewis,5,
TRX-009134,2024-04-05,2024-04-08,CUST-02213,SKU-0177,STR-047,1,1864.78,1864.78,0.0,0.0,-1864.78,-1114.32,29.45,-929.09,0.0,Returned,Returned,PayPal,PayPal,First Class,First Class,No Promo,Morgan Clark,5,
TRX-010225,2025-12-05,2025-12-08,CUST-00739,SKU-0130,STR-062,2,1871.91,3743.81,0.25,935.95,2807.86,2629.1,24.21,154.55,5.5,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Black Friday,Alex Reed,5,
TRX-007717,2024-09-07,2024-09-10,CUST-00224,SKU-0032,STR-057,2,217.52,435.05,0.0,0.0,435.05,344.82,25.13,65.1,14.96,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,STD,Standard,No Promo,,5,
TRX-010776,2025-07-14,2025-07-18,CUST-01414,SKU-0069,STR-088,1,509.22,509.22,0.1,50.92,458.3,358.55,34.93,64.82,14.14,Completed,Completed,Cash,Cash,First Class,First Class,Summer Sale,Jamie Wilson,5,
TRX-009753,2024-11-16,2024-11-23,CUST-01864,SKU-0176,STR-050,2,2005.77,4011.54,0.2,802.31,3209.23,2524.98,20.59,663.66,20.68,Completed,Completed,bank transfer,Bank Transfer,Standard,Standard,Holiday Deals,Jordan Lewis,4,
TRX-010670,2025-08-03,2025-08-05,CUST-01139,SKU-0133,STR-055,4,879.4,3517.61,0.0,0.0,3517.61,2922.35,34.67,560.59,15.94,Complete,Completed,Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Jamie Wilson,4,
TRX-002211,2024-11-03,2024-11-08,CUST-00801,SKU-0006,STR-064,1,770.82,770.82,0.25,192.71,578.11,459.97,20.3,97.84,16.92,Completed,Completed,Cash,Cash,Standard,Standard,Holiday Deals,Alex Reed,5,
TRX-005941,2024-08-25,2024-08-30,CUST-00929,SKU-0032,STR-078,1,236.87,236.87,0.0,0.0,236.87,167.01,34.44,35.42,14.95,Completed,Completed,Debit,Debit Card,First Class,First Class,No Promo,Morgan Clark,4,
TRX-000442,2025-11-07,2025-11-08,CUST-01450,SKU-0133,STR-055,1,795.22,795.22,0.15,119.28,675.94,722.88,42.19,-89.13,-13.19,Completed,Completed,Debit Card,Debit Card,Same Day,Same Day,Black Friday,Jamie Wilson,5,
TRX-000204,2024-12-08,2024-12-12,CUST-00601,SKU-0121,STR-029,1,1706.77,1706.77,0.1,170.68,1536.09,1411.18,19.16,105.75,6.88,Completed,Completed,PayPal,PayPal,Standard,Standard,Cyber Week,Casey Hill,4,
TRX-009019,2024-05-28,2024-06-04,CUST-01719,SKU-0162,STR-076,1,2197.87,2197.87,0.0,0.0,2197.87,1400.15,18.67,779.05,35.45,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Alex Reed,1,
TRX-005367,2024-03-30,2024-04-02,CUST-01121,SKU-0004,STR-072,1,1019.46,1019.46,0.0,0.0,1019.46,651.8,46.07,321.59,31.55,Complete,Completed,Cash,Cash,Same Day,Same Day,No Promo,,3,
TRX-003959,2025-03-22,2025-03-29,CUST-00375,SKU-0059,STR-012,1,202.44,202.44,0.0,0.0,202.44,131.27,22.55,48.62,24.02,Completed,Completed,Debit Card,Debit Card,Standard,Standard,No Promo,Jordan Lewis,4,
TRX-003429,2024-11-18,2024-11-21,CUST-01798,SKU-0017,STR-008,3,533.26,1599.77,0.1,159.98,1439.79,1001.13,37.48,401.18,27.86,Completed,Completed,PayPal,PayPal,Second Class,Second Class,Black Friday,Casey Hill,1,
TRX-005124,2024-04-20,2024-04-25,CUST-00109,SKU-0100,STR-036,1,648.13,648.13,0.0,0.0,648.13,455.81,45.9,146.42,22.59,Completed,Completed, Transfer ,Bank Transfer, Same Day ,Same Day,No Promo,Jamie Wilson,2,
TRX-000475,2025-11-24,2025-11-25,CUST-02361,SKU-0151,STR-035,1,504.53,504.53,0.1,50.45,454.08,380.7,18.83,54.55,12.01,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Cyber Week,Jordan Lewis,5,
TRX-010261,2025-11-26,2025-11-29,CUST-02565,SKU-0156,STR-045,2,412.18,824.36,0.25,206.09,-618.27,-427.77,29.2,-269.16,0.0, Returned ,Returned,PAYPAL,PayPal,Second Class,Second Class,Cyber Week,Morgan Clark,4,trim_spaces
TRX-002031,2025-08-27,2025-08-30,CUST-01237,SKU-0151,STR-005,1,526.9,526.9,0.0,0.0,526.9,373.31,21.87,131.72,25.0,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Alex Reed,4,
TRX-001079,2024-12-10,2024-12-12,CUST-00335,SKU-0103,STR-076,1,260.36,260.36,0.2,52.07,208.29,199.12,20.72,-11.55,-5.55,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Black Friday,,5,
TRX-010840,2025-03-26,2025-03-29,CUST-00289,SKU-0171,STR-006,3,2580.37,7741.11,0.0,0.0,7741.11,6337.46,31.16,1372.49,17.73,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Riley Adams,5,
TRX-004112,2025-06-01,2025-06-06,CUST-02246,SKU-0052,STR-087,4,1023.74,4094.95,0.0,0.0,4094.95,2540.82,33.1,1521.03,37.14,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,No Promo,Jordan Lewis,4,
TRX-000659,2025-04-20,2025-04-27,CUST-00021,SKU-0090,STR-050,4,1106.73,4426.91,0.0,0.0,-4426.91,-2618.76,21.04,-2183.34,0.0,Returned,Returned,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,,5,
TRX-002845,2025-06-09,2025-06-12,CUST-00432,SKU-0184,STR-018,1,309.15,309.15,0.0,0.0,309.15,167.56,29.77,111.82,36.17,Completed,Completed,Debit Card,Debit Card,Second Class,Second Class,No Promo,,4,check_status
TRX-009336,2024-12-01,2024-12-04,CUST-01088,SKU-0187,STR-007,1,627.03,627.03,0.05,31.35,595.68,367.03,19.58,209.07,35.1,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Holiday Deals,Riley Adams,5,
TRX-008274,2024-12-01,2024-12-05,CUST-02201,SKU-0097,STR-065,4,744.75,2979.0,0.1,297.9,2681.1,2454.75,34.39,191.96,7.16,completed,Completed,Debit Card,Debit Card, Standard ,Standard,Cyber Week,Jordan Lewis,5,standardize_text
TRX-002995,2025-04-28,2025-05-02,CUST-02240,SKU-0168,STR-035,1,1842.87,1842.87,0.0,0.0,1842.87,1157.57,20.06,665.24,36.1,completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,,5,standardize_text
